Date,Time,SET,Value,2D,Modern,Internet
2/2/2021,4:30PM,1486.25,77033.49,53,81,35
2/3/2021,12:01PM,1496.58,40880.03,80,86,86
2/3/2021,4:30PM,1481.75,79484.76,54,34,31
2/4/2021,12:01PM,1479.82,36743.57,23,87,92
2/4/2021,4:30PM,1482.98,77840.06,80,34,98
2/5/2021,12:01PM,1497.25,43490.00,50,59,73
2/5/2021,4:30PM,1496.61,79352.02,12,26,96
2/8/2021,12:01PM,1514.89,49915.98,95,93,84
2/8/2021,4:30PM,1516.43,94278.81,38,74,25
2/9/2021,12:01PM,1528.24,52545.68,45,86,92
2/9/2021,4:30PM,1518.27,92889.81,79,88,19
2/10/2021,12:01PM,1519.68,41476.40,86,67,46
2/10/2021,4:30PM,1516.94,74892.44,42,20,29
2/11/2021,12:01PM,1506.28,60188.32,88,49,81
2/11/2021,4:30PM,1508.35,106410.20,50,58,96
2/12/2021,12:01PM,,,,,
2/12/2021,4:30PM,,,,,
2/15/2021,12:01PM,1528.52,61243.13,23,74,73
2/15/2021,4:30PM,1522.72,106651.80,21,24,80
2/16/2021,12:01PM,1526.69,47127.59,97,84,87
2/16/2021,4:30PM,1523.11,87874.95,14,64,70
2/17/2021,12:01PM,1520.07,48884.11,74,89,05
2/17/2021,4:30PM,1514.91,96456.06,16,99,69
2/18/2021,12:01PM,1512.90,50602.98,02,84,93
2/18/2021,4:30PM,1511.03,97631.17,31,22,79
2/19/2021,12:01PM,1501.07,50722.17,72,71,83
2/19/2021,4:30PM,1500.51,90518.99,18,96,92
2/22/2021,12:01PM,1495.97,45931.91,71,59,56
2/22/2021,4:30PM,1478.14,89859.24,49,75,56
2/23/2021,12:01PM,1499.90,46920.79,00,94,80
2/23/2021,4:30PM,1500.61,86126.12,16,46,02
2/24/2021,12:01PM,1490.52,51255.21,25,73,92
2/24/2021,4:30PM,1491.11,96248.34,18,55,00
2/25/2021,12:01PM,1509.19,51758.15,98,90,93
2/25/2021,4:30PM,1496.78,124121.22,81,61,94
2/26/2021,12:01PM,,,,,
2/26/2021,4:30PM,,,,,
3/1/2021,12:01PM,1498.60,48172.83,02,02,59
3/1/2021,4:30PM,1500.92,84565.35,25,01,30
3/2/2021,12:01PM,1506.06,48573.13,63,32,74
3/2/2021,4:30PM,1503.36,88905.25,65,09,08
3/3/2021,12:01PM,1527.76,61255.51,65,72,79
3/3/2021,4:30PM,1543.40,118270.83,00,19,22
3/4/2021,12:01PM,1537.47,61930.23,70,95,45
3/4/2021,4:30PM,1534.11,108854.87,14,13,75
3/5/2021,12:01PM,1545.30,63637.36,07,43,29
3/5/2021,4:30PM,1544.11,104811.72,11,80,11
3/8/2021,12:01PM,1556.25,56520.52,50,39,28
3/8/2021,4:30PM,1543.76,108474.21,64,05,35
3/9/2021,12:01PM,1546.89,50151.43,91,68,08
3/9/2021,4:30PM,1550.59,99228.68,98,36,16
3/10/2021,12:01PM,1562.52,54794.69,24,26,35
3/10/2021,4:30PM,1573.05,107925.07,55,89,67
3/11/2021,12:01PM,1578.02,55639.95,29,50,31
3/11/2021,4:30PM,1575.13,102012.26,32,51,99
3/12/2021,12:01PM,1569.99,46554.96,94,23,60
3/12/2021,4:30PM,1568.19,84023.49,93,49,61
3/15/2021,12:01PM,1567.71,38208.76,18,,
3/15/2021,4:30PM,1565.73,72811.44,31,,
3/16/2021,12:01PM,1571.75,49801.17,51,,
3/16/2021,4:30PM,1564.03,88299.24,39,,
3/17/2021,12:01PM,1562.31,51529.11,19,,
3/17/2021,4:30PM,1566.76,92178.77,68,,
3/18/2021,12:01PM,1577.86,42283.26,63,,
3/18/2021,4:30PM,1568.82,81007.58,27,,
3/19/2021,12:01PM,1560.40,38990.79,00,39,49
3/19/2021,4:30PM,1563.96,88717.86,67,08,05
3/22/2021,12:01PM,1565.83,39520.37,30,60,24
3/22/2021,4:30PM,1566.36,76509.98,69,59,60
3/23/2021,12:01PM,1567.51,51376.07,16,54,94
3/23/2021,4:30PM,1564.25,93389.74,59,62,33
3/24/2021,12:01PM,1563.94,45257.46,47,80,15
3/24/2021,4:30PM,1570.83,85436.91,36,56,75
3/25/2021,12:01PM,1575.26,49551.39,61,72,26
3/25/2021,4:30PM,1571.04,93972.10,42,75,02
3/26/2021,12:01PM,1576.38,38957.28,87,63,48
3/26/2021,4:30PM,1574.86,74487.28,67,98,13
3/29/2021,12:01PM,1589.81,39169.17,19,73,82
3/29/2021,4:30PM,1583.89,71308.38,98,27,94
3/30/2021,12:01PM,1592.81,63291.54,11,13,19
3/30/2021,4:30PM,1589.53,107224.29,34,14,76
3/31/2021,12:01PM,1592.04,33852.08,42,89,63
3/31/2021,4:30PM,1587.21,72418.48,18,,
4/1/2021,12:01PM,1598.19,40403.45,93,81,69
4/1/2021,4:30PM,1595.12,76941.15,21,04,05
4/2/2021,12:01PM,1601.28,44525.89,85,42,98
4/2/2021,4:30PM,1596.27,76521.44,71,77,03
4/5/2021,12:01PM,1579.17,52160.73,70,50,14
4/5/2021,4:30PM,1579.66,81506.36,66,46,03
4/6/2021,12:01PM,,,,,
4/6/2021,4:30PM,,,,,
4/7/2021,12:01PM,1565.10,56644.81,04,92,76
4/7/2021,4:30PM,1556.56,107774.43,64,74,01
4/8/2021,12:01PM,1558.47,43497.20,77,25,70
4/8/2021,4:30PM,1558.83,83642.81,32,82,86
4/9/2021,12:01PM,1569.55,43492.90,52,87,52
4/9/2021,4:30PM,1566.34,82962.59,42,34,17
4/12/2021,12:01PM,1549.03,41149.52,39,87,52
4/12/2021,4:30PM,1541.12,78223.59,23,21,20
4/13/2021,12:01PM,,,,,
4/13/2021,4:30PM,,,,,
4/14/2021,12:01PM,,,,,
4/14/2021,4:30PM,,,,,
4/15/2021,12:01PM,,,,,
4/15/2021,4:30PM,,,,,
4/16/2021,12:01PM,1543.98,51034.20,84,98,07
4/16/2021,4:30PM,1548.96,89461.41,61,72,75
4/19/2021,12:01PM,1567.40,49004.17,04,75,02
4/19/2021,4:30PM,1574.91,87452.88,12,79,76
4/20/2021,12:01PM,1576.50,53169.20,09,13,59
4/20/2021,4:30PM,1580.04,102624.85,44,23,12
4/21/2021,12:01PM,1579.93,42269.55,39,20,60
4/21/2021,4:30PM,1580.01,80536.65,16,46,26
4/22/2021,12:01PM,1578.51,50025.09,15,13,26
4/22/2021,4:30PM,1568.21,93330.76,10,42,27
4/23/2021,12:01PM,1556.79,45333.56,93,99,40
4/23/2021,4:30PM,1553.59,86151.91,91,51,57
4/26/2021,12:01PM,1553.82,43750.20,20,79,59
4/26/2021,4:30PM,1559.53,83672.26,32,43,03
4/27/2021,12:01PM,1565.24,50334.76,44,04,68
4/27/2021,4:30PM,1559.23,97524.50,34,18,38
4/28/2021,12:01PM,1576.09,52593.04,93,50,80
4/28/2021,4:30PM,1576.79,94645.25,95,22,58
4/29/2021,12:01PM,1589.59,46620.16,90,16,25
4/29/2021,4:30PM,1590.46,89565.47,65,82,50
4/30/2021,12:01PM,1587.09,43583.52,93,39,34
4/30/2021,4:30PM,1583.13,85480.11,30,89,83
5/3/2021,12:01PM,,,,,
5/3/2021,4:30PM,,,,,
5/4/2021,12:01PM,,,,,
5/4/2021,4:30PM,,,,,
5/5/2021,12:01PM,1555.01,73502.33,12,62,17
5/5/2021,4:30PM,1549.22,127109.24,29,63,95
5/6/2021,12:01PM,1565.74,49206.98,46,53,55
5/6/2021,4:30PM,1571.91,91321.21,11,67,38
5/7/2021,12:01PM,1587.24,53663.16,43,31,91
5/7/2021,4:30PM,1585.03,93877.50,37,63,90
5/10/2021,12:01PM,1589.21,65022.02,12,31,10
5/10/2021,4:30PM,1588.15,111864.85,54,39,62
5/11/2021,12:01PM,1582.14,47948.73,48,96,63
5/11/2021,4:30PM,1578.93,102357.93,37,30,40
5/12/2021,12:01PM,1565.56,60944.31,64,08,09
5/12/2021,4:30PM,1571.85,117160.58,50,78,59
5/13/2021,12:01PM,1556.81,52602.86,12,21,47
5/13/2021,4:30PM,1548.13,143714.02,34,41,72
5/14/2021,12:01PM,1547.08,57324.52,84,31,57
5/14/2021,4:30PM,1549.48,97358.94,88,09,14
5/17/2021,12:01PM,1542.59,53388.69,98,28,31
5/17/2021,4:30PM,1549.16,98562.00,62,74,04
5/18/2021,12:01PM,1566.48,53135.08,85,71,38
5/18/2021,4:30PM,1566.80,98214.66,04,21,22
5/19/2021,12:01PM,1563.20,46861.28,01,79,59
5/19/2021,4:30PM,1562.24,83533.62,43,68,46
5/20/2021,12:01PM,1563.85,48424.13,54,89,62
5/20/2021,4:30PM,1554.54,90007.36,47,18,13
5/21/2021,12:01PM,1555.07,45927.02,77,68,67
5/21/2021,4:30PM,1552.44,80932.07,42,12,17
5/24/2021,12:01PM,1554.30,35889.79,09,71,91
5/24/2021,4:30PM,1551.85,78740.77,50,15,29
5/25/2021,12:01PM,1566.86,46574.10,64,98,43
5/25/2021,4:30PM,1568.58,88951.30,81,40,28
